Airport.Code,Airport.Name,Airline.Name,Claim.Type,Claim.Site,Item,Claim.Amount,Status,Close.Amount
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Medicines,15,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),399,Approved,399
DEN,Denver International Airport,Jet Blue,Property Damage,Checked Baggage,Candles - Decorative and other,101.63,Denied,0
DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),1000,Denied,0
DEN,Denver International Airport,American Airlines,Property Damage,Checked Baggage,"Baby - Strollers, car seats, playpen, etc.",149.99,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),125,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc., Luggage (all types including footlockers)",400,Settled,292.5
DEN,Denver International Airport,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",40.67,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Luggage (all types including footlockers), Toys - Other (including games, toys, play dolls etc.)",188.48,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, DVD/CD Players, Other",1221.23,Denied,0
DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,423.01,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",77.99,Denied,0
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,107.95,Settled,53.98
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),7.95,Denied,0
DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,13.9,Approved,13.9
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",124.02,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,12,Denied,0
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",2100,Settled,539.53
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,15,Approved,15
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,208.32,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Jewelry - Costume",143,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Eyeglasses - (including contact lenses), Luggage (all types including footlockers)",385,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,349,Denied,0
DEN,Denver International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Bags - Fabric, plastic, etc. (not purses), Compasses, Video Recordings (blank & commercial)",939.89,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",274.87,Settled,69.94
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,49.95,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Tools - Manual (not in a vehicle),60,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",53.49,Denied,0
DEN,Denver International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,92.8,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",560,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Jewelry - Costume",75,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",350,Denied,0
DEN,Denver International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",150,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,9.7,Approved,9.7
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Cell Phones,40,Denied,0
DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Costume,275,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Tool Chests & Tool Boxes (not in a vehicle)_ , Tools - Manual (not in a vehicle)",102.69,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Cameras - Digital,55,Denied,0
DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,Other,270.06,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,500,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,"Dishes, Pottery, Glassware, Plasticware",14000,Settled,950
DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,500,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,700,Denied,0
DEN,Denver International Airport,USAir,Property Damage,Checked Baggage,"Dishes, Pottery, Glassware, Plasticware, Kitchen Utensils -Pots, Pans, Knives (heavy aluminum, cast iron, etc.)",331,Denied,0
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,213.78,Denied,0
DEN,Denver International Airport,American Airlines,Property Damage,Checked Baggage,Other,194.95,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,29.99,Denied,0
DEN,Denver International Airport,USAir,Property Damage,Checked Baggage,"Bags - Fabric, plastic, etc. (not purses)",151.75,Settled,50
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1480,Settled,1300
DEN,Denver International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,32.39,Settled,16.19
DEN,Denver International Airport,Alaska Airlines,Property Damage,Checked Baggage,Flashlights,19.99,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",250,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Other,159,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",534.55,Settled,182.12
DEN,Denver International Airport,American West,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Other",216.48,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,Cameras - Digital,250,Settled,200.79
DEN,Denver International Airport,US Express,Passenger Property Loss,Checked Baggage,Jewelry - Fine,550,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),310,Settled,279.78
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,25,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,500,Approved,500
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",75,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Electrical and Gas Appliances Minor - $200 or less (humidifiers, tv's, etc)",75,Denied,0
DEN,Denver International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,124.25,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Watches - Inexpensive $100 or less,42.99,Approved,42.99
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,800,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",21.2,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,Cameras - Digital,7.5,Approved,7.5
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses),187.45,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Jewelry - Costume, Locks",139.22,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Other",105.95,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Musical Instruments - Other - inexpensive $100 or less, Other",134,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Computer - Laptop",546.7,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Jewelry - Costume, Jewelry - Fine",2700,Denied,0
DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",155,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,39.95,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"MP3 Players-(iPods, etc), Sporting Equipment & Supplies (footballs, parachutes, etc.)",349,Denied,0
DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,26.97,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,279.99,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,7.99,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,20,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Other",319.67,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",38,Approved,38
DEN,Denver International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),65,Approved,65
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",320,Denied,0
DEN,Denver International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",180,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",90,Approved,90
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,4570.56,Denied,0
DEN,Denver International Airport,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),70,Denied,0
DEN,Denver International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),84.74,Settled,50
DEN,Denver International Airport,Southwest Airlines,Property Damage,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",53.4,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,24.78,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",1530,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,805.18,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Musical Instruments - Other - Over $100 - $250,200,Denied,0
DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Denied,0
DEN,Denver International Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,800,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,12860,Denied,0
DEN,Denver International Airport,USAir,Property Damage,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",93.55,Denied,0
DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,"GPS - Global Positioning System, Other",438.9,Denied,0
DEN,Denver International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,"Bags - Fabric, plastic, etc. (not purses), Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",41.55,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Other",102,Settled,51
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,7.65,Approved,7.65
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,5,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5000,Denied,0
